mes,id_estudiante,programa,edad,estrato,trabaja,promedio_anterior,horas_estudio_semana,asistencia_pct,nota_final
19,M19-202,Electrica,25,5,0,2.55,7.0,85.4,3.23
19,M19-203,Sistemas,21,5,0,4.26,9.3,73.2,3.94
19,M19-204,Sistemas,32,2,1,3.85,7.6,86.3,3.51
19,M19-205,Sistemas,31,2,0,3.21,8.1,90.9,3.28
19,M19-206,Sistemas,32,3,1,3.42,7.1,83.0,3.82
19,M19-207,Sistemas,33,3,1,3.83,0.5,75.5,3.54
19,M19-208,Industrial,29,3,1,3.09,3.9,79.0,2.7
19,M19-209,Industrial,22,3,1,3.6,14.5,78.5,3.61
19,M19-210,Industrial,32,4,0,3.32,14.2,87.0,4.45
19,M19-211,Electrica,28,2,0,3.55,4.9,88.1,2.95
19,M19-212,Sistemas,29,4,1,3.08,7.9,86.5,2.79
19,M19-213,Sistemas,34,4,1,3.63,12.4,80.6,3.95
19,M19-214,Industrial,32,2,0,3.46,12.0,100.0,3.62
19,M19-215,Electrica,27,2,1,3.09,3.8,74.8,2.85
19,M19-216,Electrica,24,2,0,3.62,3.5,98.3,3.81
19,M19-217,Electrica,26,4,1,3.75,6.3,77.0,3.37
19,M19-218,Civil,21,2,0,3.71,9.7,100.0,3.81
19,M19-219,Industrial,23,4,0,3.74,13.4,72.6,3.57
19,M19-220,Sistemas,32,6,1,3.01,0.5,74.0,3.31
19,M19-221,Industrial,21,4,1,3.59,9.1,97.1,4.06
19,M19-222,Sistemas,27,3,0,3.55,12.1,78.9,4.21
19,M19-223,Electrica,30,3,1,3.79,10.6,80.5,3.17
19,M19-224,Civil,29,3,1,4.22,10.0,85.9,4.01
19,M19-225,Sistemas,30,2,1,3.47,6.0,68.6,3.58
19,M19-226,Civil,28,4,1,3.3,21.3,90.9,3.62
19,M19-227,Sistemas,30,3,1,4.01,4.4,66.9,3.57
19,M19-228,Sistemas,31,4,0,3.87,8.2,100.0,4.49
19,M19-229,Sistemas,26,2,1,3.27,2.7,75.4,3.25
19,M19-230,Industrial,30,2,1,3.85,9.6,86.7,3.33
19,M19-231,Electrica,28,3,0,3.03,11.7,79.3,3.14
19,M19-232,Sistemas,30,4,1,2.99,6.9,76.5,2.9
19,M19-233,Industrial,28,4,1,3.05,6.7,77.1,3.23
19,M19-234,Industrial,30,2,0,3.06,7.5,79.6,3.29
19,M19-235,Industrial,27,3,1,3.44,6.6,79.1,2.97
19,M19-236,Sistemas,24,6,1,3.27,5.1,73.6,3.47
19,M19-237,Sistemas,27,3,1,3.14,11.2,73.3,2.67
19,M19-238,Industrial,26,2,0,3.2,10.4,92.6,3.91
19,M19-239,Electrica,32,2,0,4.33,24.3,70.9,4.51
19,M19-240,Industrial,27,3,0,3.04,13.2,88.5,3.32
19,M19-241,Sistemas,36,4,1,4.44,4.9,76.0,3.72
19,M19-242,Industrial,26,2,1,3.37,1.0,86.2,3.05
19,M19-243,Sistemas,33,2,0,3.45,6.2,92.7,3.33
19,M19-244,Industrial,21,3,1,3.27,4.8,72.7,3.4
19,M19-245,Sistemas,30,3,0,3.22,5.3,78.6,3.15
19,M19-246,Sistemas,28,1,1,3.74,6.7,80.5,3.08
19,M19-247,Electrica,26,3,1,2.68,3.1,70.2,2.8
19,M19-248,Sistemas,33,6,1,3.34,7.4,70.0,2.86
19,M19-249,Industrial,24,2,1,3.46,2.7,86.0,2.76
19,M19-250,Civil,35,2,1,3.42,7.3,69.8,2.82
19,M19-251,Electrica,27,6,0,4.0,6.7,93.8,3.89
19,M19-252,Sistemas,27,4,1,3.46,6.9,100.0,3.56
19,M19-253,Electrica,22,1,0,3.74,10.7,93.7,3.44
19,M19-254,Industrial,29,4,0,4.23,11.7,87.9,3.74
19,M19-255,Electrica,25,6,1,3.87,8.6,75.6,3.25
19,M19-256,Industrial,27,4,1,2.77,5.8,90.0,2.74
19,M19-257,Industrial,27,4,1,3.11,11.5,97.8,3.32
19,M19-258,Sistemas,28,5,0,3.68,13.7,78.7,3.63
19,M19-259,Electrica,22,2,1,3.0,3.3,83.5,2.51
19,M19-260,Sistemas,24,2,1,4.07,5.5,80.4,3.99
19,M19-261,Sistemas,27,4,1,4.01,8.2,77.0,3.64
19,M19-262,Electrica,28,3,1,3.84,5.0,79.2,2.85
19,M19-263,Sistemas,24,3,1,3.0,10.0,65.6,2.43
19,M19-264,Industrial,25,5,1,3.05,10.3,57.6,3.23
19,M19-265,Industrial,24,3,1,3.5,9.3,81.0,3.74
19,M19-266,Civil,23,4,0,4.74,13.5,75.8,4.75
19,M19-267,Sistemas,30,4,0,3.6,7.2,88.1,3.65
19,M19-268,Industrial,33,4,1,3.06,3.1,100.0,3.4
19,M19-269,Electrica,25,2,0,3.21,14.5,87.9,3.68
19,M19-270,Industrial,26,3,1,4.15,9.6,89.2,3.93
19,M19-271,Industrial,21,5,1,3.41,4.2,78.4,3.13
19,M19-272,Industrial,33,3,1,2.79,4.8,88.9,2.43
19,M19-273,Civil,29,2,1,4.34,8.8,76.1,3.43
19,M19-274,Sistemas,21,2,0,3.81,8.1,79.5,3.28
19,M19-275,Civil,34,4,0,3.33,13.2,92.3,2.97
19,M19-276,Electrica,28,2,0,3.47,18.3,84.4,3.31
19,M19-277,Industrial,26,3,0,3.24,20.3,90.0,3.91
19,M19-278,Sistemas,21,3,0,3.73,9.0,83.4,3.79
19,M19-279,Industrial,26,5,1,3.14,0.5,69.2,3.06
19,M19-280,Electrica,21,3,1,3.9,2.9,86.7,3.61
19,M19-281,Industrial,26,3,1,2.7,7.4,99.6,3.46
19,M19-282,Sistemas,32,3,1,2.97,5.6,80.2,2.93
19,M19-283,Electrica,25,1,1,2.6,4.8,72.9,2.5
19,M19-284,Sistemas,21,1,1,2.97,3.9,84.2,2.49
19,M19-285,Civil,31,3,1,3.88,2.5,95.1,4.42
19,M19-286,Civil,21,3,1,3.99,11.4,87.7,4.7
19,M19-287,Electrica,27,3,0,3.8,7.5,84.4,3.27
19,M19-288,Civil,27,1,1,3.72,2.5,72.9,3.72
19,M19-289,Industrial,33,4,1,2.37,4.4,76.4,2.9
19,M19-290,Civil,27,4,0,3.66,8.3,72.9,3.69
19,M19-291,Civil,29,2,1,3.73,5.3,62.7,3.57
19,M19-292,Electrica,21,5,1,3.86,10.2,87.8,3.5
19,M19-293,Industrial,26,3,1,3.54,6.1,88.0,3.51
19,M19-294,Sistemas,25,3,0,3.69,10.7,95.1,4.3
19,M19-295,Industrial,21,2,0,2.88,7.9,80.7,3.55
19,M19-296,Electrica,28,5,1,4.07,1.6,86.2,4.02
19,M19-297,Electrica,29,3,0,3.19,7.9,84.3,3.81
19,M19-298,Sistemas,21,3,0,2.36,4.0,92.8,3.52
19,M19-299,Sistemas,22,3,1,3.21,10.4,83.8,3.2
19,M19-300,Sistemas,27,3,1,3.74,7.2,90.8,3.41
20,M20-001,Industrial,28,1,1,3.52,15.5,89.2,3.39
20,M20-002,Electrica,23,2,0,2.99,10.7,100.0,3.86
20,M20-003,Electrica,25,3,1,3.72,0.5,93.0,3.58
20,M20-004,Sistemas,21,3,1,4.24,17.9,81.7,3.92
20,M20-005,Electrica,21,3,0,3.08,6.6,87.4,3.11
20,M20-006,Civil,30,3,0,2.9,5.1,76.0,2.9
20,M20-007,Industrial,26,3,1,4.21,18.7,84.4,3.61
20,M20-008,Civil,29,3,1,4.36,19.0,79.7,4.19
20,M20-009,Electrica,27,5,1,4.4,4.3,83.6,3.95
20,M20-010,Sistemas,28,5,0,3.65,7.0,97.5,3.65
20,M20-011,Electrica,21,2,0,4.04,13.3,87.0,3.72
20,M20-012,Sistemas,29,4,1,2.96,7.8,83.2,3.23
20,M20-013,Sistemas,25,2,1,4.19,8.6,73.6,3.73
20,M20-014,Sistemas,21,2,1,3.67,4.2,82.8,3.13
20,M20-015,Sistemas,25,1,1,3.03,8.3,74.0,2.96
20,M20-016,Industrial,33,3,1,3.46,4.0,55.2,2.42
20,M20-017,Industrial,27,4,1,3.76,5.8,77.4,3.67
20,M20-018,Industrial,23,3,1,4.0,8.5,64.4,3.49
20,M20-019,Electrica,33,3,1,3.89,0.5,73.3,3.88
20,M20-020,Industrial,21,4,1,3.13,1.5,79.6,2.59
20,M20-021,Civil,27,4,0,2.87,3.5,80.8,2.74
20,M20-022,Sistemas,22,1,0,3.49,5.5,100.0,3.97
20,M20-023,Industrial,30,4,0,3.85,5.8,90.4,3.36
20,M20-024,Sistemas,27,3,0,3.2,10.5,93.3,3.49
20,M20-025,Sistemas,23,4,1,3.94,11.0,96.0,4.18
20,M20-026,Industrial,31,3,1,2.97,6.8,76.9,2.61
20,M20-027,Industrial,23,3,1,3.21,10.3,79.0,3.11
20,M20-028,Industrial,27,4,0,3.79,8.8,70.9,3.92
20,M20-029,Sistemas,27,4,1,2.97,4.1,74.9,3.51
20,M20-030,Electrica,21,5,0,3.73,9.5,91.2,4.51
20,M20-031,Electrica,34,2,0,3.74,12.7,79.4,3.56
20,M20-032,Electrica,32,3,1,3.85,1.9,94.7,3.47
20,M20-033,Electrica,22,3,0,3.55,1.7,82.0,3.7
20,M20-034,Industrial,21,3,1,3.67,10.1,80.4,3.09
20,M20-035,Sistemas,26,2,1,2.74,1.4,75.7,3.14
20,M20-036,Civil,30,2,1,4.51,9.5,69.4,3.91
20,M20-037,Electrica,26,4,1,3.76,2.9,84.9,3.08
20,M20-038,Industrial,22,6,1,3.79,5.8,98.4,3.78
20,M20-039,Sistemas,31,4,1,3.52,12.4,81.2,2.81
20,M20-040,Sistemas,23,4,1,3.82,0.5,74.7,2.33
20,M20-041,Civil,31,6,1,3.15,4.1,75.9,3.4
20,M20-042,Sistemas,22,3,1,4.21,0.5,100.0,3.99
20,M20-043,Electrica,30,1,0,3.7,10.0,82.7,4.03
20,M20-044,Industrial,24,2,0,4.12,9.9,87.9,3.75
20,M20-045,Civil,24,2,0,3.37,13.4,92.2,3.93
20,M20-046,Sistemas,25,3,1,3.83,1.3,79.4,3.21
20,M20-047,Industrial,30,2,0,4.19,11.1,82.7,3.48
20,M20-048,Sistemas,28,6,1,3.39,6.1,90.6,3.22
20,M20-049,Civil,26,1,1,3.27,4.5,76.7,3.01
20,M20-050,Sistemas,21,3,0,3.69,18.0,84.8,3.45
20,M20-051,Electrica,33,1,0,3.82,3.0,82.9,3.22
20,M20-052,Industrial,29,3,1,3.7,7.2,71.8,3.31
20,M20-053,Sistemas,23,2,1,3.82,1.5,86.3,3.12
20,M20-054,Industrial,25,4,1,3.0,9.4,76.3,3.05
20,M20-055,Sistemas,23,1,1,2.94,16.7,79.3,3.82
20,M20-056,Industrial,26,2,0,3.13,11.0,80.9,3.0
20,M20-057,Sistemas,34,2,0,3.62,12.5,81.7,4.17
20,M20-058,Civil,32,2,0,3.46,9.4,88.4,3.32
20,M20-059,Sistemas,26,3,1,4.26,11.8,80.6,4.88
20,M20-060,Sistemas,22,3,1,3.0,5.1,84.5,3.48
20,M20-061,Electrica,35,2,0,3.68,11.9,84.5,3.8
20,M20-062,Electrica,21,3,1,4.29,7.8,60.8,3.7
20,M20-063,Electrica,24,3,0,4.77,3.4,92.6,4.76
20,M20-064,Industrial,30,2,1,3.15,14.7,85.7,3.75
20,M20-065,Industrial,25,3,0,3.3,8.1,96.4,4.18
20,M20-066,Electrica,27,3,1,2.66,11.5,72.1,2.7
20,M20-067,Sistemas,30,3,1,2.94,2.3,76.7,2.93
20,M20-068,Sistemas,29,2,1,3.45,10.7,90.4,3.81
20,M20-069,Electrica,30,6,1,3.69,4.9,68.6,3.42
20,M20-070,Sistemas,23,4,1,3.58,0.6,63.9,3.64
20,M20-071,Electrica,28,2,1,3.5,0.7,73.2,3.23
20,M20-072,Sistemas,32,3,1,3.91,5.4,81.1,3.74
20,M20-073,Electrica,27,5,1,3.55,16.2,62.5,3.19
20,M20-074,Sistemas,27,3,0,2.89,4.8,70.3,2.76
20,M20-075,Electrica,30,1,0,3.27,15.0,93.4,3.67
20,M20-076,Industrial,31,3,0,3.78,6.6,87.5,3.64
20,M20-077,Industrial,27,4,1,3.5,10.3,74.5,3.59
20,M20-078,Industrial,30,1,1,2.39,9.6,77.9,2.7
20,M20-079,Electrica,34,4,1,2.96,0.5,79.2,2.44
20,M20-080,Sistemas,26,2,1,3.39,4.0,79.4,3.16
20,M20-081,Sistemas,35,1,1,3.18,2.7,90.7,2.58
20,M20-082,Sistemas,29,4,1,3.58,7.6,75.2,2.92
20,M20-083,Sistemas,36,3,0,2.74,11.4,96.4,2.95
20,M20-084,Sistemas,24,4,0,4.0,4.8,100.0,3.57
20,M20-085,Electrica,35,6,1,3.13,4.6,87.9,2.73
20,M20-086,Electrica,26,6,0,3.71,14.5,83.5,3.7
20,M20-087,Electrica,32,4,0,4.12,8.8,81.7,3.93
20,M20-088,Industrial,30,4,0,3.34,2.6,83.0,3.76
20,M20-089,Sistemas,22,3,1,3.07,7.2,80.8,2.5
20,M20-090,Sistemas,34,3,1,3.88,4.0,72.9,3.15
20,M20-091,Industrial,27,4,1,4.11,3.6,70.0,3.81
20,M20-092,Civil,26,3,1,3.44,4.4,74.8,2.71
20,M20-093,Sistemas,37,5,1,2.79,6.4,68.9,2.82
20,M20-094,Electrica,28,3,0,4.29,7.3,91.1,3.92
20,M20-095,Industrial,26,6,1,4.16,3.1,83.7,3.99
20,M20-096,Civil,23,2,0,3.71,20.2,95.3,4.44
20,M20-097,Sistemas,36,2,1,4.05,14.4,92.5,3.84
20,M20-098,Industrial,24,2,0,3.5,9.1,98.5,3.9
20,M20-099,Sistemas,28,3,1,2.6,13.0,76.0,2.89
20,M20-100,Electrica,25,5,1,4.16,2.1,83.5,3.43
20,M20-101,Civil,31,2,1,3.14,8.2,70.3,3.46
20,M20-102,Civil,28,4,1,3.76,0.5,100.0,3.76
20,M20-103,Electrica,25,1,1,4.14,9.9,70.8,4.09
20,M20-104,Industrial,21,3,1,3.13,7.9,65.7,2.62
20,M20-105,Sistemas,28,3,1,3.85,2.5,76.8,3.37
20,M20-106,Sistemas,24,4,1,4.07,0.9,84.5,3.92
20,M20-107,Industrial,36,5,1,3.72,2.7,93.7,3.62
20,M20-108,Civil,30,1,0,3.62,11.8,91.4,4.33
20,M20-109,Industrial,30,3,1,3.27,0.5,75.1,2.7
20,M20-110,Electrica,31,3,0,3.49,12.4,86.9,3.33
20,M20-111,Industrial,28,3,1,3.26,4.3,91.6,3.09
20,M20-112,Electrica,29,3,1,2.83,7.2,85.9,2.4
20,M20-113,Sistemas,28,2,0,4.1,16.2,92.7,4.45
20,M20-114,Sistemas,27,5,1,3.57,1.2,83.2,2.9
20,M20-115,Electrica,31,5,0,3.02,16.5,92.1,3.77
20,M20-116,Industrial,31,2,1,3.62,4.9,70.6,3.55
20,M20-117,Sistemas,28,5,1,3.58,0.5,84.8,3.55
20,M20-118,Civil,29,4,1,3.77,6.0,87.3,3.78
20,M20-119,Industrial,21,2,1,4.0,3.3,66.6,2.98
20,M20-120,Industrial,25,4,0,3.22,15.0,89.0,3.79
20,M20-121,Civil,23,2,0,3.42,13.6,80.7,3.44
20,M20-122,Industrial,29,4,0,3.11,4.5,99.2,3.67
20,M20-123,Sistemas,27,3,1,3.18,5.0,79.5,3.43
20,M20-124,Industrial,21,6,1,4.22,9.7,88.4,3.87
20,M20-125,Civil,21,5,0,3.77,17.8,83.1,3.73
20,M20-126,Sistemas,22,2,1,3.84,8.1,82.7,3.23
20,M20-127,Sistemas,29,3,1,4.75,6.3,90.7,4.71
20,M20-128,Sistemas,28,3,1,3.88,20.0,83.5,3.51
20,M20-129,Electrica,32,3,1,3.89,7.5,78.5,3.75
20,M20-130,Sistemas,34,2,1,4.4,0.5,84.8,4.05
20,M20-131,Electrica,21,2,0,3.46,15.1,80.4,3.59
20,M20-132,Electrica,21,3,0,3.18,6.2,90.3,3.43
20,M20-133,Civil,25,3,1,3.45,5.4,72.4,3.03
20,M20-134,Industrial,31,3,0,3.13,18.1,62.0,3.93
20,M20-135,Sistemas,24,5,0,2.71,9.8,81.2,3.45
20,M20-136,Industrial,22,4,0,2.97,10.3,78.6,2.7
20,M20-137,Civil,30,3,1,2.7,0.5,81.1,2.75
20,M20-138,Electrica,25,3,0,4.27,10.6,81.4,3.34
20,M20-139,Industrial,29,2,1,3.78,4.3,78.8,3.87
20,M20-140,Civil,27,3,1,3.84,13.5,74.5,3.35
20,M20-141,Sistemas,34,5,0,3.81,15.3,96.5,4.22
20,M20-142,Industrial,25,3,1,3.03,10.5,85.0,3.2
20,M20-143,Industrial,29,4,1,3.65,1.8,72.8,2.85
20,M20-144,Sistemas,30,5,1,3.66,0.5,81.7,2.73
20,M20-145,Sistemas,33,3,1,3.96,12.2,64.8,4.04
20,M20-146,Sistemas,25,3,0,3.09,21.2,94.2,3.21
20,M20-147,Civil,21,2,1,4.06,6.4,80.4,3.54
20,M20-148,Civil,22,4,1,4.06,18.9,79.8,3.22
20,M20-149,Sistemas,27,1,1,3.36,5.2,84.7,3.29
20,M20-150,Civil,24,4,1,3.6,9.4,83.8,3.61
20,M20-151,Civil,23,3,0,3.06,3.7,83.4,3.16
20,M20-152,Civil,28,3,0,4.02,8.4,79.1,3.7
20,M20-153,Electrica,30,3,1,4.3,4.8,73.3,3.68
20,M20-154,Industrial,28,6,1,3.8,0.8,95.8,3.45
20,M20-155,Industrial,29,6,1,4.08,14.2,80.2,3.81
20,M20-156,Civil,24,3,1,2.99,14.0,82.4,3.67
20,M20-157,Sistemas,23,1,1,3.93,12.9,81.5,3.76
20,M20-158,Electrica,28,2,1,2.55,4.3,76.1,2.86
20,M20-159,Industrial,29,3,1,2.78,6.7,100.0,3.26
20,M20-160,Industrial,31,5,1,3.74,5.0,100.0,3.39
20,M20-161,Sistemas,29,4,1,3.22,3.7,70.0,2.54
20,M20-162,Electrica,26,2,1,3.2,19.4,79.2,3.01
20,M20-163,Electrica,25,2,1,2.79,14.0,84.2,3.17
20,M20-164,Industrial,21,4,1,3.67,13.9,66.6,3.79
20,M20-165,Sistemas,29,4,1,4.25,7.9,76.9,3.37
20,M20-166,Sistemas,28,3,1,2.82,2.9,69.4,2.73
20,M20-167,Industrial,38,3,1,4.01,1.7,71.7,3.16
20,M20-168,Sistemas,27,4,0,3.82,9.6,98.0,3.76
20,M20-169,Sistemas,24,3,1,2.58,0.5,88.0,3.16
20,M20-170,Electrica,33,2,0,3.41,2.3,99.0,4.36
20,M20-171,Civil,29,3,0,3.35,14.1,83.9,3.48
20,M20-172,Electrica,21,4,1,3.34,11.8,81.2,2.98
20,M20-173,Industrial,23,4,1,2.65,9.4,73.9,2.63
20,M20-174,Sistemas,24,4,1,3.8,1.9,75.1,2.95
20,M20-175,Civil,21,3,1,3.03,5.5,80.7,3.23
20,M20-176,Civil,30,2,0,3.39,6.2,69.1,2.96
20,M20-177,Industrial,25,3,1,2.92,3.7,92.3,3.19
20,M20-178,Sistemas,23,4,0,2.94,7.8,83.2,3.3
20,M20-179,Industrial,23,2,1,3.17,3.1,77.3,3.36
20,M20-180,Electrica,30,3,1,3.49,1.4,60.4,2.63
20,M20-181,Sistemas,21,2,0,3.06,16.3,92.8,3.26
20,M20-182,Sistemas,24,1,1,4.71,1.4,81.1,3.96
20,M20-183,Electrica,21,4,0,4.11,12.3,79.1,3.87
20,M20-184,Industrial,21,1,1,4.13,11.7,95.2,3.66
20,M20-185,Industrial,29,3,1,4.26,6.7,82.9,3.94
20,M20-186,Civil,24,3,1,3.59,0.7,91.2,3.49
20,M20-187,Sistemas,22,4,0,3.56,8.0,81.0,3.84
20,M20-188,Sistemas,30,2,0,2.95,11.6,89.7,3.57
20,M20-189,Civil,30,4,0,3.39,11.9,81.1,3.12
20,M20-190,Civil,22,4,1,2.97,1.8,76.7,2.39
20,M20-191,Civil,32,3,0,4.01,3.3,100.0,3.64
20,M20-192,Industrial,21,3,1,2.38,5.8,63.6,2.19
20,M20-193,Industrial,26,6,0,3.28,7.9,80.0,3.25
20,M20-194,Electrica,24,4,0,3.48,6.9,79.7,3.29
20,M20-195,Civil,33,3,1,3.49,3.0,86.2,2.96
20,M20-196,Civil,28,1,0,3.89,6.0,66.5,3.96
20,M20-197,Electrica,33,3,1,4.45,6.4,79.1,3.74
20,M20-198,Sistemas,23,3,1,3.05,6.5,90.2,3.03
20,M20-199,Industrial,28,4,1,3.3,1.9,82.9,3.06
20,M20-200,Civil,24,2,0,3.13,6.7,76.3,3.0
20,M20-201,Sistemas,22,5,0,4.03,1.1,87.0,3.57
20,M20-202,Industrial,22,5,0,2.9,4.3,88.7,3.35
20,M20-203,Sistemas,21,4,0,3.42,3.1,92.7,3.12
20,M20-204,Industrial,21,3,1,3.58,3.0,81.5,3.23
20,M20-205,Sistemas,23,3,1,3.51,11.2,75.9,3.04
20,M20-206,Electrica,21,4,1,2.8,0.5,68.7,2.51
20,M20-207,Sistemas,23,2,1,3.0,0.5,66.9,3.29
20,M20-208,Sistemas,26,3,1,2.93,7.5,87.9,2.8
20,M20-209,Electrica,21,2,0,2.83,6.0,90.1,2.63
20,M20-210,Industrial,27,3,1,3.34,2.5,80.3,3.07
20,M20-211,Industrial,34,3,0,3.13,9.2,81.5,3.23
20,M20-212,Sistemas,26,1,1,3.75,7.5,71.1,3.5
20,M20-213,Sistemas,30,3,0,3.19,4.0,72.5,3.11
20,M20-214,Electrica,27,3,1,3.52,7.7,57.3,2.89
20,M20-215,Civil,27,4,1,4.11,8.6,81.3,3.34
20,M20-216,Electrica,30,2,1,2.81,8.6,81.0,3.09
20,M20-217,Sistemas,26,3,1,3.14,3.4,74.5,3.51
20,M20-218,Civil,30,4,1,3.13,0.5,92.8,3.33
20,M20-219,Industrial,29,4,1,3.84,0.5,91.7,3.74
20,M20-220,Electrica,21,2,1,4.53,7.8,96.1,3.84
20,M20-221,Civil,28,2,0,3.77,7.1,88.2,3.89
20,M20-222,Sistemas,37,5,0,3.23,5.6,88.3,3.38
20,M20-223,Civil,26,3,0,3.48,9.4,66.8,2.73
20,M20-224,Civil,23,3,1,3.4,6.0,74.1,2.47
20,M20-225,Sistemas,29,3,1,2.51,0.5,74.0,2.1
20,M20-226,Sistemas,28,2,1,3.07,5.8,91.3,3.19
20,M20-227,Civil,26,3,1,3.52,7.1,74.5,2.9
20,M20-228,Sistemas,24,3,1,3.79,2.3,90.8,3.56
20,M20-229,Industrial,26,5,1,4.37,2.2,78.7,3.75
20,M20-230,Electrica,37,4,1,3.04,4.8,82.3,3.33
20,M20-231,Industrial,24,2,1,3.28,15.2,89.8,3.52
20,M20-232,Industrial,35,3,1,3.25,6.6,86.0,3.4
20,M20-233,Sistemas,22,6,1,3.44,7.7,93.6,3.37
20,M20-234,Electrica,23,1,1,2.92,8.3,79.5,2.46
20,M20-235,Sistemas,27,5,0,3.33,11.6,79.8,3.46
20,M20-236,Industrial,32,3,1,3.02,4.9,67.2,2.86
20,M20-237,Civil,23,3,0,3.35,4.1,79.1,3.22
20,M20-238,Sistemas,27,4,1,3.4,9.2,80.4,3.07
20,M20-239,Sistemas,24,3,1,3.3,4.1,74.3,3.42
20,M20-240,Sistemas,26,3,0,3.53,11.2,94.0,3.8
20,M20-241,Electrica,22,3,0,3.43,12.5,82.2,3.77
20,M20-242,Electrica,25,3,1,3.26,9.1,86.2,3.5
20,M20-243,Sistemas,21,2,0,2.82,6.4,98.0,3.47
20,M20-244,Electrica,29,5,1,3.32,0.5,74.5,4.07
20,M20-245,Electrica,35,4,0,3.3,7.2,85.7,3.24
20,M20-246,Sistemas,23,5,1,4.18,8.3,76.6,3.11
20,M20-247,Industrial,30,6,1,4.09,11.1,74.4,3.79
20,M20-248,Industrial,26,1,1,3.01,4.1,83.9,2.38
20,M20-249,Electrica,27,2,1,3.1,10.8,90.2,3.65
20,M20-250,Electrica,29,4,1,3.58,2.2,81.4,3.02
20,M20-251,Electrica,31,5,1,3.14,4.8,76.1,2.34
20,M20-252,Industrial,26,2,1,3.77,7.3,74.8,3.41
20,M20-253,Industrial,22,5,1,4.29,2.8,87.8,4.11
20,M20-254,Electrica,31,4,0,3.7,15.5,72.0,4.22
20,M20-255,Sistemas,32,3,1,3.06,4.5,88.0,3.38
20,M20-256,Civil,24,2,1,3.02,0.5,85.8,2.85
20,M20-257,Sistemas,27,4,0,4.66,4.3,98.6,3.97
20,M20-258,Sistemas,26,5,0,3.01,4.5,81.1,2.83
20,M20-259,Electrica,30,3,0,4.07,5.1,90.9,3.8
20,M20-260,Industrial,24,3,0,2.77,9.8,83.4,3.62
20,M20-261,Sistemas,29,3,1,3.39,5.2,92.4,3.3
20,M20-262,Industrial,26,4,1,3.68,3.9,90.6,3.42
20,M20-263,Sistemas,23,2,1,4.18,7.4,80.9,3.47
20,M20-264,Electrica,31,2,0,4.36,9.0,66.2,4.08
20,M20-265,Sistemas,32,1,1,3.28,0.5,81.7,3.24
20,M20-266,Civil,21,4,1,2.11,3.8,75.0,2.9
20,M20-267,Sistemas,33,3,0,4.0,11.3,93.7,4.05
20,M20-268,Civil,33,1,0,3.53,7.2,75.7,2.94
20,M20-269,Industrial,31,4,1,4.39,3.0,67.6,3.25
20,M20-270,Civil,24,3,1,2.62,10.5,82.2,2.6
20,M20-271,Sistemas,30,3,1,3.91,7.4,67.8,3.34
20,M20-272,Sistemas,30,3,1,3.79,11.5,68.4,3.27
20,M20-273,Civil,29,6,1,4.18,12.9,75.2,3.84
20,M20-274,Industrial,25,3,1,3.38,5.7,75.9,3.1
20,M20-275,Sistemas,28,3,1,3.76,17.4,85.9,3.55
20,M20-276,Industrial,25,5,1,3.79,9.7,70.6,2.85
20,M20-277,Industrial,29,4,1,3.31,15.7,89.1,3.21
20,M20-278,Electrica,32,6,1,4.46,5.1,80.0,3.64
20,M20-279,Sistemas,35,6,1,3.19,9.2,78.9,3.06
20,M20-280,Industrial,31,3,1,3.09,6.3,64.9,2.63
20,M20-281,Industrial,31,1,1,3.15,0.5,79.6,3.21
20,M20-282,Electrica,23,1,0,2.89,6.1,92.7,3.23
20,M20-283,Electrica,37,3,0,3.89,7.4,79.0,3.0
20,M20-284,Electrica,25,2,1,4.61,4.5,72.6,3.82
20,M20-285,Sistemas,28,3,0,3.7,7.0,89.6,3.79
20,M20-286,Sistemas,34,3,1,3.24,24.9,68.4,3.07
20,M20-287,Industrial,37,5,0,3.49,7.1,76.3,3.25
20,M20-288,Sistemas,22,5,1,3.42,7.4,65.8,2.97
20,M20-289,Industrial,24,1,1,3.23,0.5,85.9,3.11
20,M20-290,Sistemas,30,3,1,3.66,1.7,79.9,3.57
20,M20-291,Industrial,21,3,1,3.59,9.9,62.9,3.18
20,M20-292,Civil,29,4,0,3.67,6.4,83.3,3.95
20,M20-293,Sistemas,33,6,0,4.23,4.6,89.9,4.75
20,M20-294,Sistemas,23,2,1,4.0,4.3,80.9,2.83
20,M20-295,Sistemas,32,4,1,3.41,21.1,89.8,3.33
20,M20-296,Civil,22,3,1,3.27,12.5,85.5,3.19
20,M20-297,Industrial,30,2,0,3.55,18.2,92.7,3.99
20,M20-298,Sistemas,24,3,1,3.36,8.5,94.1,3.34
20,M20-299,Electrica,32,5,1,3.96,9.0,68.4,2.74
20,M20-300,Civil,26,3,0,3.37,4.7,91.4,3.62
21,M21-001,Industrial,28,3,1,3.04,2.7,80.8,2.59
21,M21-002,Civil,21,1,0,3.07,7.9,91.4,3.84
21,M21-003,Sistemas,26,3,0,3.61,4.0,85.1,3.85
21,M21-004,Industrial,31,3,1,3.02,2.3,71.1,2.9
21,M21-005,Sistemas,25,4,1,3.93,2.3,69.2,3.74
21,M21-006,Sistemas,30,4,1,3.12,1.8,87.4,2.95
21,M21-007,Sistemas,26,1,0,4.08,10.6,80.2,4.21
21,M21-008,Sistemas,23,4,1,3.45,13.6,69.5,3.11
